"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"7 years"	"7"	"District of Columbia"	"11"	"2009"	"2009"	5124
	"7 years"	"7"	"District of Columbia"	"11"	"2010"	"2010"	4900
	"7 years"	"7"	"Florida"	"12"	"2004"	"2004"	197436
	"7 years"	"7"	"Florida"	"12"	"2005"	"2005"	197489
	"7 years"	"7"	"Florida"	"12"	"2006"	"2006"	200044
	"7 years"	"7"	"Florida"	"12"	"2007"	"2007"	205242
	"7 years"	"7"	"Florida"	"12"	"2008"	"2008"	222779
	"7 years"	"7"	"Florida"	"12"	"2009"	"2009"	226387
	"7 years"	"7"	"Florida"	"12"	"2010"	"2010"	232397
	"7 years"	"7"	"Georgia"	"13"	"2004"	"2004"	122228
	"7 years"	"7"	"Georgia"	"13"	"2005"	"2005"	123407
	"7 years"	"7"	"Georgia"	"13"	"2006"	"2006"	126581
	"7 years"	"7"	"Georgia"	"13"	"2007"	"2007"	130530
	"7 years"	"7"	"Georgia"	"13"	"2008"	"2008"	142161
	"7 years"	"7"	"Georgia"	"13"	"2009"	"2009"	142532
	"7 years"	"7"	"Georgia"	"13"	"2010"	"2010"	143216
	"7 years"	"7"	"Hawaii"	"15"	"2004"	"2004"	14856
	"7 years"	"7"	"Hawaii"	"15"	"2005"	"2005"	14792
	"7 years"	"7"	"Hawaii"	"15"	"2006"	"2006"	14938
	"7 years"	"7"	"Hawaii"	"15"	"2007"	"2007"	15416
	"7 years"	"7"	"Hawaii"	"15"	"2008"	"2008"	17536
	"7 years"	"7"	"Hawaii"	"15"	"2009"	"2009"	17743
	"7 years"	"7"	"Hawaii"	"15"	"2010"	"2010"	18555
	"7 years"	"7"	"Idaho"	"16"	"2004"	"2004"	20520
	"7 years"	"7"	"Idaho"	"16"	"2005"	"2005"	20683
	"7 years"	"7"	"Idaho"	"16"	"2006"	"2006"	21443
	"7 years"	"7"	"Idaho"	"16"	"2007"	"2007"	21937
	"7 years"	"7"	"Idaho"	"16"	"2008"	"2008"	22534
	"7 years"	"7"	"Idaho"	"16"	"2009"	"2009"	22710
	"7 years"	"7"	"Idaho"	"16"	"2010"	"2010"	22455
	"7 years"	"7"	"Illinois"	"17"	"2004"	"2004"	172308
	"7 years"	"7"	"Illinois"	"17"	"2005"	"2005"	170546
	"7 years"	"7"	"Illinois"	"17"	"2006"	"2006"	170422
	"7 years"	"7"	"Illinois"	"17"	"2007"	"2007"	171737
	"7 years"	"7"	"Illinois"	"17"	"2008"	"2008"	179199
	"7 years"	"7"	"Illinois"	"17"	"2009"	"2009"	179101
	"7 years"	"7"	"Illinois"	"17"	"2010"	"2010"	178583
	"7 years"	"7"	"Indiana"	"18"	"2004"	"2004"	85255
	"7 years"	"7"	"Indiana"	"18"	"2005"	"2005"	85892
	"7 years"	"7"	"Indiana"	"18"	"2006"	"2006"	86983
	"7 years"	"7"	"Indiana"	"18"	"2007"	"2007"	87970
	"7 years"	"7"	"Indiana"	"18"	"2008"	"2008"	89752
	"7 years"	"7"	"Indiana"	"18"	"2009"	"2009"	87611
	"7 years"	"7"	"Indiana"	"18"	"2010"	"2010"	87123
	"7 years"	"7"	"Iowa"	"19"	"2004"	"2004"	38555
	"7 years"	"7"	"Iowa"	"19"	"2005"	"2005"	38593
	"7 years"	"7"	"Iowa"	"19"	"2006"	"2006"	39062
	"7 years"	"7"	"Iowa"	"19"	"2007"	"2007"	39262
	"7 years"	"7"	"Iowa"	"19"	"2008"	"2008"	39189
	"7 years"	"7"	"Iowa"	"19"	"2009"	"2009"	38665
	"7 years"	"7"	"Iowa"	"19"	"2010"	"2010"	38809
	"7 years"	"7"	"Kansas"	"20"	"2004"	"2004"	37088
	"7 years"	"7"	"Kansas"	"20"	"2005"	"2005"	37460
	"7 years"	"7"	"Kansas"	"20"	"2006"	"2006"	38121
	"7 years"	"7"	"Kansas"	"20"	"2007"	"2007"	38385
	"7 years"	"7"	"Kansas"	"20"	"2008"	"2008"	38606
	"7 years"	"7"	"Kansas"	"20"	"2009"	"2009"	38305
	"7 years"	"7"	"Kansas"	"20"	"2010"	"2010"	38685
	"7 years"	"7"	"Kentucky"	"21"	"2004"	"2004"	53315
	"7 years"	"7"	"Kentucky"	"21"	"2005"	"2005"	53804
	"7 years"	"7"	"Kentucky"	"21"	"2006"	"2006"	54779
	"7 years"	"7"	"Kentucky"	"21"	"2007"	"2007"	55459
	"7 years"	"7"	"Kentucky"	"21"	"2008"	"2008"	56667
	"7 years"	"7"	"Kentucky"	"21"	"2009"	"2009"	55918
	"7 years"	"7"	"Kentucky"	"21"	"2010"	"2010"	57065
	"7 years"	"7"	"Louisiana"	"22"	"2004"	"2004"	61259
	"7 years"	"7"	"Louisiana"	"22"	"2005"	"2005"	61703
	"7 years"	"7"	"Louisiana"	"22"	"2006"	"2006"	62106
	"7 years"	"7"	"Louisiana"	"22"	"2007"	"2007"	63092
	"7 years"	"7"	"Louisiana"	"22"	"2008"	"2008"	65051
	"7 years"	"7"	"Louisiana"	"22"	"2009"	"2009"	64777
	"7 years"	"7"	"Louisiana"	"22"	"2010"	"2010"	67746
	"7 years"	"7"	"Maine"	"23"	"2004"	"2004"	15001
	"7 years"	"7"	"Maine"	"23"	"2005"	"2005"	14893
	"7 years"	"7"	"Maine"	"23"	"2006"	"2006"	15001
	"7 years"	"7"	"Maine"	"23"	"2007"	"2007"	14851
	"7 years"	"7"	"Maine"	"23"	"2008"	"2008"	15008
	"7 years"	"7"	"Maine"	"23"	"2009"	"2009"	14891
	"7 years"	"7"	"Maine"	"23"	"2010"	"2010"	14503
	"7 years"	"7"	"Maryland"	"24"	"2004"	"2004"	72511
	"7 years"	"7"	"Maryland"	"24"	"2005"	"2005"	71926
	"7 years"	"7"	"Maryland"	"24"	"2006"	"2006"	73034
	"7 years"	"7"	"Maryland"	"24"	"2007"	"2007"	73891
	"7 years"	"7"	"Maryland"	"24"	"2008"	"2008"	78026
	"7 years"	"7"	"Maryland"	"24"	"2009"	"2009"	78122
	"7 years"	"7"	"Maryland"	"24"	"2010"	"2010"	78282
	"7 years"	"7"	"Massachusetts"	"25"	"2004"	"2004"	79321
	"7 years"	"7"	"Massachusetts"	"25"	"2005"	"2005"	78615
	"7 years"	"7"	"Massachusetts"	"25"	"2006"	"2006"	78205
	"7 years"	"7"	"Massachusetts"	"25"	"2007"	"2007"	78125
	"7 years"	"7"	"Massachusetts"	"25"	"2008"	"2008"	81367
	"7 years"	"7"	"Massachusetts"	"25"	"2009"	"2009"	81192
	"7 years"	"7"	"Massachusetts"	"25"	"2010"	"2010"	80912
	"7 years"	"7"	"Michigan"	"26"	"2004"	"2004"	137009
	"7 years"	"7"	"Michigan"	"26"	"2005"	"2005"	136846
	"7 years"	"7"	"Michigan"	"26"	"2006"	"2006"	137012
	"7 years"	"7"	"Michigan"	"26"	"2007"	"2007"	137056
	"7 years"	"7"	"Michigan"	"26"	"2008"	"2008"	139425
	"7 years"	"7"	"Michigan"	"26"	"2009"	"2009"	136119
	"7 years"	"7"	"Michigan"	"26"	"2010"	"2010"	133051
	"7 years"	"7"	"Minnesota"	"27"	"2004"	"2004"	68040
	"7 years"	"7"	"Minnesota"	"27"	"2005"	"2005"	68089
	"7 years"	"7"	"Minnesota"	"27"	"2006"	"2006"	69055
	"7 years"	"7"	"Minnesota"	"27"	"2007"	"2007"	69712
	"7 years"	"7"	"Minnesota"	"27"	"2008"	"2008"	71513
	"7 years"	"7"	"Minnesota"	"27"	"2009"	"2009"	70905
	"7 years"	"7"	"Minnesota"	"27"	"2010"	"2010"	70620
	"7 years"	"7"	"Mississippi"	"28"	"2004"	"2004"	39955
	"7 years"	"7"	"Mississippi"	"28"	"2005"	"2005"	40459
	"7 years"	"7"	"Mississippi"	"28"	"2006"	"2006"	40803
	"7 years"	"7"	"Mississippi"	"28"	"2007"	"2007"	41509
	"7 years"	"7"	"Mississippi"	"28"	"2008"	"2008"	43461
	"7 years"	"7"	"Mississippi"	"28"	"2009"	"2009"	42677
	"7 years"	"7"	"Mississippi"	"28"	"2010"	"2010"	43517
	"7 years"	"7"	"Missouri"	"29"	"2004"	"2004"	74964
	"7 years"	"7"	"Missouri"	"29"	"2005"	"2005"	75842
	"7 years"	"7"	"Missouri"	"29"	"2006"	"2006"	76097
	"7 years"	"7"	"Missouri"	"29"	"2007"	"2007"	76307
	"7 years"	"7"	"Missouri"	"29"	"2008"	"2008"	77686
	"7 years"	"7"	"Missouri"	"29"	"2009"	"2009"	77501
	"7 years"	"7"	"Missouri"	"29"	"2010"	"2010"	78759
	"7 years"	"7"	"Montana"	"30"	"2004"	"2004"	11388
	"7 years"	"7"	"Montana"	"30"	"2005"	"2005"	11404
	"7 years"	"7"	"Montana"	"30"	"2006"	"2006"	11617
	"7 years"	"7"	"Montana"	"30"	"2007"	"2007"	11598
	"7 years"	"7"	"Montana"	"30"	"2008"	"2008"	11620
	"7 years"	"7"	"Montana"	"30"	"2009"	"2009"	11785
	"7 years"	"7"	"Montana"	"30"	"2010"	"2010"	11801
	"7 years"	"7"	"Nebraska"	"31"	"2004"	"2004"	23441
	"7 years"	"7"	"Nebraska"	"31"	"2005"	"2005"	23422
	"7 years"	"7"	"Nebraska"	"31"	"2006"	"2006"	23964
	"7 years"	"7"	"Nebraska"	"31"	"2007"	"2007"	24142
	"7 years"	"7"	"Nebraska"	"31"	"2008"	"2008"	24760
	"7 years"	"7"	"Nebraska"	"31"	"2009"	"2009"	25108
	"7 years"	"7"	"Nebraska"	"31"	"2010"	"2010"	25479
	"7 years"	"7"	"Nevada"	"32"	"2004"	"2004"	32062
	"7 years"	"7"	"Nevada"	"32"	"2005"	"2005"	32245
	"7 years"	"7"	"Nevada"	"32"	"2006"	"2006"	33258
	"7 years"	"7"	"Nevada"	"32"	"2007"	"2007"	34008
	"7 years"	"7"	"Nevada"	"32"	"2008"	"2008"	35604
	"7 years"	"7"	"Nevada"	"32"	"2009"	"2009"	36912
	"7 years"	"7"	"Nevada"	"32"	"2010"	"2010"	37606
	"7 years"	"7"	"New Hampshire"	"33"	"2004"	"2004"	16637
	"7 years"	"7"	"New Hampshire"	"33"	"2005"	"2005"	16440
	"7 years"	"7"	"New Hampshire"	"33"	"2006"	"2006"	16387
	"7 years"	"7"	"New Hampshire"	"33"	"2007"	"2007"	16173
	"7 years"	"7"	"New Hampshire"	"33"	"2008"	"2008"	16565
	"7 years"	"7"	"New Hampshire"	"33"	"2009"	"2009"	16623
	"7 years"	"7"	"New Hampshire"	"33"	"2010"	"2010"	16891
	"7 years"	"7"	"New Jersey"	"34"	"2004"	"2004"	115721
	"7 years"	"7"	"New Jersey"	"34"	"2005"	"2005"	114737
	"7 years"	"7"	"New Jersey"	"34"	"2006"	"2006"	114976
	"7 years"	"7"	"New Jersey"	"34"	"2007"	"2007"	115397
	"7 years"	"7"	"New Jersey"	"34"	"2008"	"2008"	116999
	"7 years"	"7"	"New Jersey"	"34"	"2009"	"2009"	119497
	"7 years"	"7"	"New Jersey"	"34"	"2010"	"2010"	119852
	"7 years"	"7"	"New Mexico"	"35"	"2004"	"2004"	25165
	"7 years"	"7"	"New Mexico"	"35"	"2005"	"2005"	25106
	"7 years"	"7"	"New Mexico"	"35"	"2006"	"2006"	25500
	"7 years"	"7"	"New Mexico"	"35"	"2007"	"2007"	25491
	"7 years"	"7"	"New Mexico"	"35"	"2008"	"2008"	25712
	"7 years"	"7"	"New Mexico"	"35"	"2009"	"2009"	26206
	"7 years"	"7"	"New Mexico"	"35"	"2010"	"2010"	26163
	"7 years"	"7"	"New York"	"36"	"2004"	"2004"	240637
	"7 years"	"7"	"New York"	"36"	"2005"	"2005"	235109
	"7 years"	"7"	"New York"	"36"	"2006"	"2006"	232969
	"7 years"	"7"	"New York"	"36"	"2007"	"2007"	233588
	"7 years"	"7"	"New York"	"36"	"2008"	"2008"	244405
	"7 years"	"7"	"New York"	"36"	"2009"	"2009"	241865
	"7 years"	"7"	"New York"	"36"	"2010"	"2010"	239921
	"7 years"	"7"	"North Carolina"	"37"	"2004"	"2004"	109362
	"7 years"	"7"	"North Carolina"	"37"	"2005"	"2005"	111316
	"7 years"	"7"	"North Carolina"	"37"	"2006"	"2006"	114354
	"7 years"	"7"	"North Carolina"	"37"	"2007"	"2007"	117824
	"7 years"	"7"	"North Carolina"	"37"	"2008"	"2008"	125540
	"7 years"	"7"	"North Carolina"	"37"	"2009"	"2009"	124211
	"7 years"	"7"	"North Carolina"	"37"	"2010"	"2010"	125264
	"7 years"	"7"	"North Dakota"	"38"	"2004"	"2004"	7627
	"7 years"	"7"	"North Dakota"	"38"	"2005"	"2005"	7545
	"7 years"	"7"	"North Dakota"	"38"	"2006"	"2006"	7338
	"7 years"	"7"	"North Dakota"	"38"	"2007"	"2007"	7260
	"7 years"	"7"	"North Dakota"	"38"	"2008"	"2008"	7145
	"7 years"	"7"	"North Dakota"	"38"	"2009"	"2009"	7249
	"7 years"	"7"	"North Dakota"	"38"	"2010"	"2010"	7318
	"7 years"	"7"	"Ohio"	"39"	"2004"	"2004"	150630
	"7 years"	"7"	"Ohio"	"39"	"2005"	"2005"	150700
	"7 years"	"7"	"Ohio"	"39"	"2006"	"2006"	150925
	"7 years"	"7"	"Ohio"	"39"	"2007"	"2007"	151684
	"7 years"	"7"	"Ohio"	"39"	"2008"	"2008"	154974
	"7 years"	"7"	"Ohio"	"39"	"2009"	"2009"	152506
	"7 years"	"7"	"Ohio"	"39"	"2010"	"2010"	151799
	"7 years"	"7"	"Oklahoma"	"40"	"2004"	"2004"	46756
	"7 years"	"7"	"Oklahoma"	"40"	"2005"	"2005"	47481
	"7 years"	"7"	"Oklahoma"	"40"	"2006"	"2006"	47710
	"7 years"	"7"	"Oklahoma"	"40"	"2007"	"2007"	47760
	"7 years"	"7"	"Oklahoma"	"40"	"2008"	"2008"	48592
	"7 years"	"7"	"Oklahoma"	"40"	"2009"	"2009"	49437
	"7 years"	"7"	"Oklahoma"	"40"	"2010"	"2010"	50839
	"7 years"	"7"	"Oregon"	"41"	"2004"	"2004"	46007
	"7 years"	"7"	"Oregon"	"41"	"2005"	"2005"	45829
	"7 years"	"7"	"Oregon"	"41"	"2006"	"2006"	46352
	"7 years"	"7"	"Oregon"	"41"	"2007"	"2007"	47054
	"7 years"	"7"	"Oregon"	"41"	"2008"	"2008"	47581
	"7 years"	"7"	"Oregon"	"41"	"2009"	"2009"	47486
	"7 years"	"7"	"Oregon"	"41"	"2010"	"2010"	47163
	"7 years"	"7"	"Pennsylvania"	"42"	"2004"	"2004"	147874
	"7 years"	"7"	"Pennsylvania"	"42"	"2005"	"2005"	146278
	"7 years"	"7"	"Pennsylvania"	"42"	"2006"	"2006"	146543
	"7 years"	"7"	"Pennsylvania"	"42"	"2007"	"2007"	146981
	"7 years"	"7"	"Pennsylvania"	"42"	"2008"	"2008"	149692
	"7 years"	"7"	"Pennsylvania"	"42"	"2009"	"2009"	147831
	"7 years"	"7"	"Pennsylvania"	"42"	"2010"	"2010"	146863
	"7 years"	"7"	"Rhode Island"	"44"	"2004"	"2004"	12976
	"7 years"	"7"	"Rhode Island"	"44"	"2005"	"2005"	12900
	"7 years"	"7"	"Rhode Island"	"44"	"2006"	"2006"	12775
	"7 years"	"7"	"Rhode Island"	"44"	"2007"	"2007"	12472
	"7 years"	"7"	"Rhode Island"	"44"	"2008"	"2008"	12662
	"7 years"	"7"	"Rhode Island"	"44"	"2009"	"2009"	12593
	"7 years"	"7"	"Rhode Island"	"44"	"2010"	"2010"	12697
	"7 years"	"7"	"South Carolina"	"45"	"2004"	"2004"	52786
	"7 years"	"7"	"South Carolina"	"45"	"2005"	"2005"	53297
	"7 years"	"7"	"South Carolina"	"45"	"2006"	"2006"	53973
	"7 years"	"7"	"South Carolina"	"45"	"2007"	"2007"	55245
	"7 years"	"7"	"South Carolina"	"45"	"2008"	"2008"	57483
	"7 years"	"7"	"South Carolina"	"45"	"2009"	"2009"	56867
	"7 years"	"7"	"South Carolina"	"45"	"2010"	"2010"	56757
	"7 years"	"7"	"South Dakota"	"46"	"2004"	"2004"	10418
	"7 years"	"7"	"South Dakota"	"46"	"2005"	"2005"	10346
	"7 years"	"7"	"South Dakota"	"46"	"2006"	"2006"	10681
	"7 years"	"7"	"South Dakota"	"46"	"2007"	"2007"	10668
	"7 years"	"7"	"South Dakota"	"46"	"2008"	"2008"	10680
	"7 years"	"7"	"South Dakota"	"46"	"2009"	"2009"	10766
	"7 years"	"7"	"South Dakota"	"46"	"2010"	"2010"	10792
	"7 years"	"7"	"Tennessee"	"47"	"2004"	"2004"	76132
	"7 years"	"7"	"Tennessee"	"47"	"2005"	"2005"	77054
	"7 years"	"7"	"Tennessee"	"47"	"2006"	"2006"	78329
	"7 years"	"7"	"Tennessee"	"47"	"2007"	"2007"	79501
	"7 years"	"7"	"Tennessee"	"47"	"2008"	"2008"	82558
	"7 years"	"7"	"Tennessee"	"47"	"2009"	"2009"	81925
	"7 years"	"7"	"Tennessee"	"47"	"2010"	"2010"	82747
	"7 years"	"7"	"Texas"	"48"	"2004"	"2004"	329316
	"7 years"	"7"	"Texas"	"48"	"2005"	"2005"	331419
	"7 years"	"7"	"Texas"	"48"	"2006"	"2006"	337465
	"7 years"	"7"	"Texas"	"48"	"2007"	"2007"	350448
	"7 years"	"7"	"Texas"	"48"	"2008"	"2008"	374873
	"7 years"	"7"	"Texas"	"48"	"2009"	"2009"	383524
	"7 years"	"7"	"Texas"	"48"	"2010"	"2010"	393519
	"7 years"	"7"	"Utah"	"49"	"2004"	"2004"	40293
	"7 years"	"7"	"Utah"	"49"	"2005"	"2005"	40986
	"7 years"	"7"	"Utah"	"49"	"2006"	"2006"	42512
	"7 years"	"7"	"Utah"	"49"	"2007"	"2007"	44014
	"7 years"	"7"	"Utah"	"49"	"2008"	"2008"	44812
	"7 years"	"7"	"Utah"	"49"	"2009"	"2009"	45596
	"7 years"	"7"	"Utah"	"49"	"2010"	"2010"	45305
	"7 years"	"7"	"Vermont"	"50"	"2004"	"2004"	7131
	"7 years"	"7"	"Vermont"	"50"	"2005"	"2005"	6989
	"7 years"	"7"	"Vermont"	"50"	"2006"	"2006"	7057
	"7 years"	"7"	"Vermont"	"50"	"2007"	"2007"	6917
	"7 years"	"7"	"Vermont"	"50"	"2008"	"2008"	7012
	"7 years"	"7"	"Vermont"	"50"	"2009"	"2009"	6690
	"7 years"	"7"	"Vermont"	"50"	"2010"	"2010"	6451
	"7 years"	"7"	"Virginia"	"51"	"2004"	"2004"	94192
	"7 years"	"7"	"Virginia"	"51"	"2005"	"2005"	94342
	"7 years"	"7"	"Virginia"	"51"	"2006"	"2006"	96064
	"7 years"	"7"	"Virginia"	"51"	"2007"	"2007"	97849
	"7 years"	"7"	"Virginia"	"51"	"2008"	"2008"	103099
	"7 years"	"7"	"Virginia"	"51"	"2009"	"2009"	103391
	"7 years"	"7"	"Virginia"	"51"	"2010"	"2010"	104393
	"7 years"	"7"	"Washington"	"53"	"2004"	"2004"	79480
	"7 years"	"7"	"Washington"	"53"	"2005"	"2005"	79573
	"7 years"	"7"	"Washington"	"53"	"2006"	"2006"	79521
	"7 years"	"7"	"Washington"	"53"	"2007"	"2007"	79493
	"7 years"	"7"	"Washington"	"53"	"2008"	"2008"	80421
	"7 years"	"7"	"Washington"	"53"	"2009"	"2009"	79700
	"7 years"	"7"	"Washington"	"53"	"2010"	"2010"	78838
	"7 years"	"7"	"West Virginia"	"54"	"2004"	"2004"	20695
	"7 years"	"7"	"West Virginia"	"54"	"2005"	"2005"	20627
	"7 years"	"7"	"West Virginia"	"54"	"2006"	"2006"	20882
	"7 years"	"7"	"West Virginia"	"54"	"2007"	"2007"	21337
	"7 years"	"7"	"West Virginia"	"54"	"2008"	"2008"	21432
	"7 years"	"7"	"West Virginia"	"54"	"2009"	"2009"	21438
	"7 years"	"7"	"West Virginia"	"54"	"2010"	"2010"	21891
	"7 years"	"7"	"Wisconsin"	"55"	"2004"	"2004"	70647
	"7 years"	"7"	"Wisconsin"	"55"	"2005"	"2005"	70633
	"7 years"	"7"	"Wisconsin"	"55"	"2006"	"2006"	71621
	"7 years"	"7"	"Wisconsin"	"55"	"2007"	"2007"	72056
	"7 years"	"7"	"Wisconsin"	"55"	"2008"	"2008"	72609
	"7 years"	"7"	"Wisconsin"	"55"	"2009"	"2009"	72647
	"7 years"	"7"	"Wisconsin"	"55"	"2010"	"2010"	71908
	"7 years"	"7"	"Wyoming"	"56"	"2004"	"2004"	6312
	"7 years"	"7"	"Wyoming"	"56"	"2005"	"2005"	6343
	"7 years"	"7"	"Wyoming"	"56"	"2006"	"2006"	6468
	"7 years"	"7"	"Wyoming"	"56"	"2007"	"2007"	6399
	"7 years"	"7"	"Wyoming"	"56"	"2008"	"2008"	6335
	"7 years"	"7"	"Wyoming"	"56"	"2009"	"2009"	6529
	"7 years"	"7"	"Wyoming"	"56"	"2010"	"2010"	6674
	"8 years"	"8"	"Alabama"	"01"	"2004"	"2004"	59973
	"8 years"	"8"	"Alabama"	"01"	"2005"	"2005"	59316
	"8 years"	"8"	"Alabama"	"01"	"2006"	"2006"	59378
	"8 years"	"8"	"Alabama"	"01"	"2007"	"2007"	59651
	"8 years"	"8"	"Alabama"	"01"	"2008"	"2008"	60767
	"8 years"	"8"	"Alabama"	"01"	"2009"	"2009"	63244
	"8 years"	"8"	"Alabama"	"01"	"2010"	"2010"	60875
	"8 years"	"8"	"Alaska"	"02"	"2004"	"2004"	9811
	"8 years"	"8"	"Alaska"	"02"	"2005"	"2005"	9525
	"8 years"	"8"	"Alaska"	"02"	"2006"	"2006"	9483
	"8 years"	"8"	"Alaska"	"02"	"2007"	"2007"	9550
	"8 years"	"8"	"Alaska"	"02"	"2008"	"2008"	9637
	"8 years"	"8"	"Alaska"	"02"	"2009"	"2009"	10113
	"8 years"	"8"	"Alaska"	"02"	"2010"	"2010"	10165
	"8 years"	"8"	"Arizona"	"04"	"2004"	"2004"	80189
	"8 years"	"8"	"Arizona"	"04"	"2005"	"2005"	80275
	"8 years"	"8"	"Arizona"	"04"	"2006"	"2006"	80864
	"8 years"	"8"	"Arizona"	"04"	"2007"	"2007"	83030
	"8 years"	"8"	"Arizona"	"04"	"2008"	"2008"	85441
	"8 years"	"8"	"Arizona"	"04"	"2009"	"2009"	91264
	"8 years"	"8"	"Arizona"	"04"	"2010"	"2010"	93202
	"8 years"	"8"	"Arkansas"	"05"	"2004"	"2004"	37773
	"8 years"	"8"	"Arkansas"	"05"	"2005"	"2005"	37791
	"8 years"	"8"	"Arkansas"	"05"	"2006"	"2006"	37939
	"8 years"	"8"	"Arkansas"	"05"	"2007"	"2007"	38157
	"8 years"	"8"	"Arkansas"	"05"	"2008"	"2008"	38650
	"8 years"	"8"	"Arkansas"	"05"	"2009"	"2009"	39396
	"8 years"	"8"	"Arkansas"	"05"	"2010"	"2010"	39391
	"8 years"	"8"	"California"	"06"	"2004"	"2004"	512319
	"8 years"	"8"	"California"	"06"	"2005"	"2005"	491958
	"8 years"	"8"	"California"	"06"	"2006"	"2006"	477444
	"8 years"	"8"	"California"	"06"	"2007"	"2007"	471952
	"8 years"	"8"	"California"	"06"	"2008"	"2008"	477579
	"8 years"	"8"	"California"	"06"	"2009"	"2009"	504092
	"8 years"	"8"	"California"	"06"	"2010"	"2010"	508466
	"8 years"	"8"	"Colorado"	"08"	"2004"	"2004"	61029
	"8 years"	"8"	"Colorado"	"08"	"2005"	"2005"	60494
	"8 years"	"8"	"Colorado"	"08"	"2006"	"2006"	60642
	"8 years"	"8"	"Colorado"	"08"	"2007"	"2007"	62282
	"8 years"	"8"	"Colorado"	"08"	"2008"	"2008"	63873
	"8 years"	"8"	"Colorado"	"08"	"2009"	"2009"	67871
	"8 years"	"8"	"Colorado"	"08"	"2010"	"2010"	68482
	"8 years"	"8"	"Connecticut"	"09"	"2004"	"2004"	47672
	"8 years"	"8"	"Connecticut"	"09"	"2005"	"2005"	46859
	"8 years"	"8"	"Connecticut"	"09"	"2006"	"2006"	45741
	"8 years"	"8"	"Connecticut"	"09"	"2007"	"2007"	46259
	"8 years"	"8"	"Connecticut"	"09"	"2008"	"2008"	45181
	"8 years"	"8"	"Connecticut"	"09"	"2009"	"2009"	45209
	"8 years"	"8"	"Connecticut"	"09"	"2010"	"2010"	44880
	"8 years"	"8"	"Delaware"	"10"	"2004"	"2004"	10694
	"8 years"	"8"	"Delaware"	"10"	"2005"	"2005"	10415
	"8 years"	"8"	"Delaware"	"10"	"2006"	"2006"	10636
	"8 years"	"8"	"Delaware"	"10"	"2007"	"2007"	10774
	"8 years"	"8"	"Delaware"	"10"	"2008"	"2008"	10953
	"8 years"	"8"	"Delaware"	"10"	"2009"	"2009"	11445
	"8 years"	"8"	"Delaware"	"10"	"2010"	"2010"	11366
	"8 years"	"8"	"District of Columbia"	"11"	"2004"	"2004"	5123
	"8 years"	"8"	"District of Columbia"	"11"	"2005"	"2005"	4602
	"8 years"	"8"	"District of Columbia"	"11"	"2006"	"2006"	4212
	"8 years"	"8"	"District of Columbia"	"11"	"2007"	"2007"	3809
	"8 years"	"8"	"District of Columbia"	"11"	"2008"	"2008"	4028
	"8 years"	"8"	"District of Columbia"	"11"	"2009"	"2009"	4937
	"8 years"	"8"	"District of Columbia"	"11"	"2010"	"2010"	4801
	"8 years"	"8"	"Florida"	"12"	"2004"	"2004"	201316
	"8 years"	"8"	"Florida"	"12"	"2005"	"2005"	199745
	"8 years"	"8"	"Florida"	"12"	"2006"	"2006"	199826
	"8 years"	"8"	"Florida"	"12"	"2007"	"2007"	202431
	"8 years"	"8"	"Florida"	"12"	"2008"	"2008"	207686
	"8 years"	"8"	"Florida"	"12"	"2009"	"2009"	225279
	"8 years"	"8"	"Florida"	"12"	"2010"	"2010"	228969
	"8 years"	"8"	"Georgia"	"13"	"2004"	"2004"	123493
	"8 years"	"8"	"Georgia"	"13"	"2005"	"2005"	123255
	"8 years"	"8"	"Georgia"	"13"	"2006"	"2006"	124439
	"8 years"	"8"	"Georgia"	"13"	"2007"	"2007"	127622
	"8 years"	"8"	"Georgia"	"13"	"2008"	"2008"	131555
	"8 years"	"8"	"Georgia"	"13"	"2009"	"2009"	143150
	"8 years"	"8"	"Georgia"	"13"	"2010"	"2010"	143504
	"8 years"	"8"	"Hawaii"	"15"	"2004"	"2004"	15388
	"8 years"	"8"	"Hawaii"	"15"	"2005"	"2005"	14708
	"8 years"	"8"	"Hawaii"	"15"	"2006"	"2006"	14633
	"8 years"	"8"	"Hawaii"	"15"	"2007"	"2007"	14758
	"8 years"	"8"	"Hawaii"	"15"	"2008"	"2008"	15218
	"8 years"	"8"	"Hawaii"	"15"	"2009"	"2009"	17315
	"8 years"	"8"	"Hawaii"	"15"	"2010"	"2010"	17504
	"8 years"	"8"	"Idaho"	"16"	"2004"	"2004"	20662
	"8 years"	"8"	"Idaho"	"16"	"2005"	"2005"	20737
	"8 years"	"8"	"Idaho"	"16"	"2006"	"2006"	20905
	"8 years"	"8"	"Idaho"	"16"	"2007"	"2007"	21666
	"8 years"	"8"	"Idaho"	"16"	"2008"	"2008"	22162
	"8 years"	"8"	"Idaho"	"16"	"2009"	"2009"	22763
	"8 years"	"8"	"Idaho"	"16"	"2010"	"2010"	22945
	"8 years"	"8"	"Illinois"	"17"	"2004"	"2004"	177273
	"8 years"	"8"	"Illinois"	"17"	"2005"	"2005"	171762
	"8 years"	"8"	"Illinois"	"17"	"2006"	"2006"	169972
	"8 years"	"8"	"Illinois"	"17"	"2007"	"2007"	169820
	"8 years"	"8"	"Illinois"	"17"	"2008"	"2008"	171099
	"8 years"	"8"	"Illinois"	"17"	"2009"	"2009"	178518
	"8 years"	"8"	"Illinois"	"17"	"2010"	"2010"	178375
