"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"14 years"	"14"	"Ohio"	"39"	"2019"	"2019"	149978
	"14 years"	"14"	"Ohio"	"39"	"2020"	"2020"	150073
	"14 years"	"14"	"Oklahoma"	"40"	"2011"	"2011"	48247
	"14 years"	"14"	"Oklahoma"	"40"	"2012"	"2012"	49008
	"14 years"	"14"	"Oklahoma"	"40"	"2013"	"2013"	49292
	"14 years"	"14"	"Oklahoma"	"40"	"2014"	"2014"	49394
	"14 years"	"14"	"Oklahoma"	"40"	"2015"	"2015"	50323
	"14 years"	"14"	"Oklahoma"	"40"	"2016"	"2016"	51233
	"14 years"	"14"	"Oklahoma"	"40"	"2017"	"2017"	52719
	"14 years"	"14"	"Oklahoma"	"40"	"2018"	"2018"	52781
	"14 years"	"14"	"Oklahoma"	"40"	"2019"	"2019"	52938
	"14 years"	"14"	"Oklahoma"	"40"	"2020"	"2020"	53069
	"14 years"	"14"	"Oregon"	"41"	"2011"	"2011"	46874
	"14 years"	"14"	"Oregon"	"41"	"2012"	"2012"	46755
	"14 years"	"14"	"Oregon"	"41"	"2013"	"2013"	47331
	"14 years"	"14"	"Oregon"	"41"	"2014"	"2014"	48073
	"14 years"	"14"	"Oregon"	"41"	"2015"	"2015"	48687
	"14 years"	"14"	"Oregon"	"41"	"2016"	"2016"	48680
	"14 years"	"14"	"Oregon"	"41"	"2017"	"2017"	48452
	"14 years"	"14"	"Oregon"	"41"	"2018"	"2018"	49440
	"14 years"	"14"	"Oregon"	"41"	"2019"	"2019"	50567
	"14 years"	"14"	"Oregon"	"41"	"2020"	"2020"	51696
	"14 years"	"14"	"Pennsylvania"	"42"	"2011"	"2011"	153798
	"14 years"	"14"	"Pennsylvania"	"42"	"2012"	"2012"	151990
	"14 years"	"14"	"Pennsylvania"	"42"	"2013"	"2013"	152073
	"14 years"	"14"	"Pennsylvania"	"42"	"2014"	"2014"	152333
	"14 years"	"14"	"Pennsylvania"	"42"	"2015"	"2015"	154873
	"14 years"	"14"	"Pennsylvania"	"42"	"2016"	"2016"	152903
	"14 years"	"14"	"Pennsylvania"	"42"	"2017"	"2017"	151839
	"14 years"	"14"	"Pennsylvania"	"42"	"2018"	"2018"	152377
	"14 years"	"14"	"Pennsylvania"	"42"	"2019"	"2019"	152913
	"14 years"	"14"	"Pennsylvania"	"42"	"2020"	"2020"	153734
	"14 years"	"14"	"Rhode Island"	"44"	"2011"	"2011"	14599
	"14 years"	"14"	"Rhode Island"	"44"	"2012"	"2012"	14440
	"14 years"	"14"	"Rhode Island"	"44"	"2013"	"2013"	14253
	"14 years"	"14"	"Rhode Island"	"44"	"2014"	"2014"	13904
	"14 years"	"14"	"Rhode Island"	"44"	"2015"	"2015"	14054
	"14 years"	"14"	"Rhode Island"	"44"	"2016"	"2016"	13953
	"14 years"	"14"	"Rhode Island"	"44"	"2017"	"2017"	14041
	"14 years"	"14"	"Rhode Island"	"44"	"2018"	"2018"	14011
	"14 years"	"14"	"Rhode Island"	"44"	"2019"	"2019"	14069
	"14 years"	"14"	"Rhode Island"	"44"	"2020"	"2020"	14163
	"14 years"	"14"	"South Carolina"	"45"	"2011"	"2011"	56637
	"14 years"	"14"	"South Carolina"	"45"	"2012"	"2012"	57168
	"14 years"	"14"	"South Carolina"	"45"	"2013"	"2013"	57873
	"14 years"	"14"	"South Carolina"	"45"	"2014"	"2014"	59195
	"14 years"	"14"	"South Carolina"	"45"	"2015"	"2015"	61477
	"14 years"	"14"	"South Carolina"	"45"	"2016"	"2016"	60920
	"14 years"	"14"	"South Carolina"	"45"	"2017"	"2017"	60831
	"14 years"	"14"	"South Carolina"	"45"	"2018"	"2018"	60919
	"14 years"	"14"	"South Carolina"	"45"	"2019"	"2019"	61101
	"14 years"	"14"	"South Carolina"	"45"	"2020"	"2020"	61334
	"14 years"	"14"	"South Dakota"	"46"	"2011"	"2011"	10578
	"14 years"	"14"	"South Dakota"	"46"	"2012"	"2012"	10488
	"14 years"	"14"	"South Dakota"	"46"	"2013"	"2013"	10807
	"14 years"	"14"	"South Dakota"	"46"	"2014"	"2014"	10775
	"14 years"	"14"	"South Dakota"	"46"	"2015"	"2015"	10775
	"14 years"	"14"	"South Dakota"	"46"	"2016"	"2016"	10856
	"14 years"	"14"	"South Dakota"	"46"	"2017"	"2017"	10868
	"14 years"	"14"	"South Dakota"	"46"	"2018"	"2018"	10939
	"14 years"	"14"	"South Dakota"	"46"	"2019"	"2019"	11048
	"14 years"	"14"	"South Dakota"	"46"	"2020"	"2020"	11124
	"14 years"	"14"	"Tennessee"	"47"	"2011"	"2011"	80405
	"14 years"	"14"	"Tennessee"	"47"	"2012"	"2012"	81409
	"14 years"	"14"	"Tennessee"	"47"	"2013"	"2013"	82770
	"14 years"	"14"	"Tennessee"	"47"	"2014"	"2014"	84023
	"14 years"	"14"	"Tennessee"	"47"	"2015"	"2015"	87132
	"14 years"	"14"	"Tennessee"	"47"	"2016"	"2016"	86603
	"14 years"	"14"	"Tennessee"	"47"	"2017"	"2017"	87495
	"14 years"	"14"	"Tennessee"	"47"	"2018"	"2018"	87682
	"14 years"	"14"	"Tennessee"	"47"	"2019"	"2019"	88098
	"14 years"	"14"	"Tennessee"	"47"	"2020"	"2020"	88599
	"14 years"	"14"	"Texas"	"48"	"2011"	"2011"	339701
	"14 years"	"14"	"Texas"	"48"	"2012"	"2012"	341491
	"14 years"	"14"	"Texas"	"48"	"2013"	"2013"	347451
	"14 years"	"14"	"Texas"	"48"	"2014"	"2014"	360485
	"14 years"	"14"	"Texas"	"48"	"2015"	"2015"	385097
	"14 years"	"14"	"Texas"	"48"	"2016"	"2016"	394037
	"14 years"	"14"	"Texas"	"48"	"2017"	"2017"	404414
	"14 years"	"14"	"Texas"	"48"	"2018"	"2018"	411959
	"14 years"	"14"	"Texas"	"48"	"2019"	"2019"	419459
	"14 years"	"14"	"Texas"	"48"	"2020"	"2020"	426600
	"14 years"	"14"	"Utah"	"49"	"2011"	"2011"	43583
	"14 years"	"14"	"Utah"	"49"	"2012"	"2012"	44372
	"14 years"	"14"	"Utah"	"49"	"2013"	"2013"	45994
	"14 years"	"14"	"Utah"	"49"	"2014"	"2014"	47602
	"14 years"	"14"	"Utah"	"49"	"2015"	"2015"	48491
	"14 years"	"14"	"Utah"	"49"	"2016"	"2016"	49388
	"14 years"	"14"	"Utah"	"49"	"2017"	"2017"	49220
	"14 years"	"14"	"Utah"	"49"	"2018"	"2018"	49750
	"14 years"	"14"	"Utah"	"49"	"2019"	"2019"	50282
	"14 years"	"14"	"Utah"	"49"	"2020"	"2020"	50747
	"14 years"	"14"	"Vermont"	"50"	"2011"	"2011"	7839
	"14 years"	"14"	"Vermont"	"50"	"2012"	"2012"	7680
	"14 years"	"14"	"Vermont"	"50"	"2013"	"2013"	7731
	"14 years"	"14"	"Vermont"	"50"	"2014"	"2014"	7586
	"14 years"	"14"	"Vermont"	"50"	"2015"	"2015"	7664
	"14 years"	"14"	"Vermont"	"50"	"2016"	"2016"	7338
	"14 years"	"14"	"Vermont"	"50"	"2017"	"2017"	7109
	"14 years"	"14"	"Vermont"	"50"	"2018"	"2018"	7340
	"14 years"	"14"	"Vermont"	"50"	"2019"	"2019"	7433
	"14 years"	"14"	"Vermont"	"50"	"2020"	"2020"	7565
	"14 years"	"14"	"Virginia"	"51"	"2011"	"2011"	99815
	"14 years"	"14"	"Virginia"	"51"	"2012"	"2012"	99938
	"14 years"	"14"	"Virginia"	"51"	"2013"	"2013"	101655
	"14 years"	"14"	"Virginia"	"51"	"2014"	"2014"	103466
	"14 years"	"14"	"Virginia"	"51"	"2015"	"2015"	108771
	"14 years"	"14"	"Virginia"	"51"	"2016"	"2016"	109145
	"14 years"	"14"	"Virginia"	"51"	"2017"	"2017"	110207
	"14 years"	"14"	"Virginia"	"51"	"2018"	"2018"	111058
	"14 years"	"14"	"Virginia"	"51"	"2019"	"2019"	112071
	"14 years"	"14"	"Virginia"	"51"	"2020"	"2020"	113195
	"14 years"	"14"	"Washington"	"53"	"2011"	"2011"	81136
	"14 years"	"14"	"Washington"	"53"	"2012"	"2012"	81333
	"14 years"	"14"	"Washington"	"53"	"2013"	"2013"	81436
	"14 years"	"14"	"Washington"	"53"	"2014"	"2014"	81536
	"14 years"	"14"	"Washington"	"53"	"2015"	"2015"	82656
	"14 years"	"14"	"Washington"	"53"	"2016"	"2016"	82136
	"14 years"	"14"	"Washington"	"53"	"2017"	"2017"	81526
	"14 years"	"14"	"Washington"	"53"	"2018"	"2018"	83054
	"14 years"	"14"	"Washington"	"53"	"2019"	"2019"	84882
	"14 years"	"14"	"Washington"	"53"	"2020"	"2020"	86849
	"14 years"	"14"	"West Virginia"	"54"	"2011"	"2011"	21420
	"14 years"	"14"	"West Virginia"	"54"	"2012"	"2012"	21323
	"14 years"	"14"	"West Virginia"	"54"	"2013"	"2013"	21546
	"14 years"	"14"	"West Virginia"	"54"	"2014"	"2014"	21977
	"14 years"	"14"	"West Virginia"	"54"	"2015"	"2015"	22050
	"14 years"	"14"	"West Virginia"	"54"	"2016"	"2016"	22044
	"14 years"	"14"	"West Virginia"	"54"	"2017"	"2017"	22472
	"14 years"	"14"	"West Virginia"	"54"	"2018"	"2018"	22570
	"14 years"	"14"	"West Virginia"	"54"	"2019"	"2019"	22241
	"14 years"	"14"	"West Virginia"	"54"	"2020"	"2020"	21909
	"14 years"	"14"	"Wisconsin"	"55"	"2011"	"2011"	72234
	"14 years"	"14"	"Wisconsin"	"55"	"2012"	"2012"	72123
	"14 years"	"14"	"Wisconsin"	"55"	"2013"	"2013"	73014
	"14 years"	"14"	"Wisconsin"	"55"	"2014"	"2014"	73336
	"14 years"	"14"	"Wisconsin"	"55"	"2015"	"2015"	73811
	"14 years"	"14"	"Wisconsin"	"55"	"2016"	"2016"	73771
	"14 years"	"14"	"Wisconsin"	"55"	"2017"	"2017"	72970
	"14 years"	"14"	"Wisconsin"	"55"	"2018"	"2018"	73394
	"14 years"	"14"	"Wisconsin"	"55"	"2019"	"2019"	74096
	"14 years"	"14"	"Wisconsin"	"55"	"2020"	"2020"	74890
	"14 years"	"14"	"Wyoming"	"56"	"2011"	"2011"	6243
	"14 years"	"14"	"Wyoming"	"56"	"2012"	"2012"	6264
	"14 years"	"14"	"Wyoming"	"56"	"2013"	"2013"	6379
	"14 years"	"14"	"Wyoming"	"56"	"2014"	"2014"	6305
	"14 years"	"14"	"Wyoming"	"56"	"2015"	"2015"	6236
	"14 years"	"14"	"Wyoming"	"56"	"2016"	"2016"	6425
	"14 years"	"14"	"Wyoming"	"56"	"2017"	"2017"	6563
	"14 years"	"14"	"Wyoming"	"56"	"2018"	"2018"	6624
	"14 years"	"14"	"Wyoming"	"56"	"2019"	"2019"	6677
	"14 years"	"14"	"Wyoming"	"56"	"2020"	"2020"	6685
	"15 years"	"15"	"Alabama"	"01"	"2011"	"2011"	60638
	"15 years"	"15"	"Alabama"	"01"	"2012"	"2012"	60053
	"15 years"	"15"	"Alabama"	"01"	"2013"	"2013"	60190
	"15 years"	"15"	"Alabama"	"01"	"2014"	"2014"	60516
	"15 years"	"15"	"Alabama"	"01"	"2015"	"2015"	61683
	"15 years"	"15"	"Alabama"	"01"	"2016"	"2016"	64203
	"15 years"	"15"	"Alabama"	"01"	"2017"	"2017"	61891
	"15 years"	"15"	"Alabama"	"01"	"2018"	"2018"	61725
	"15 years"	"15"	"Alabama"	"01"	"2019"	"2019"	61782
	"15 years"	"15"	"Alabama"	"01"	"2020"	"2020"	61733
	"15 years"	"15"	"Alaska"	"02"	"2011"	"2011"	9031
	"15 years"	"15"	"Alaska"	"02"	"2012"	"2012"	8775
	"15 years"	"15"	"Alaska"	"02"	"2013"	"2013"	8739
	"15 years"	"15"	"Alaska"	"02"	"2014"	"2014"	8806
	"15 years"	"15"	"Alaska"	"02"	"2015"	"2015"	8892
	"15 years"	"15"	"Alaska"	"02"	"2016"	"2016"	9359
	"15 years"	"15"	"Alaska"	"02"	"2017"	"2017"	9414
	"15 years"	"15"	"Alaska"	"02"	"2018"	"2018"	9224
	"15 years"	"15"	"Alaska"	"02"	"2019"	"2019"	9676
	"15 years"	"15"	"Alaska"	"02"	"2020"	"2020"	9998
	"15 years"	"15"	"Arizona"	"04"	"2011"	"2011"	88086
	"15 years"	"15"	"Arizona"	"04"	"2012"	"2012"	88103
	"15 years"	"15"	"Arizona"	"04"	"2013"	"2013"	88692
	"15 years"	"15"	"Arizona"	"04"	"2014"	"2014"	90935
	"15 years"	"15"	"Arizona"	"04"	"2015"	"2015"	93513
	"15 years"	"15"	"Arizona"	"04"	"2016"	"2016"	99529
	"15 years"	"15"	"Arizona"	"04"	"2017"	"2017"	101758
	"15 years"	"15"	"Arizona"	"04"	"2018"	"2018"	105280
	"15 years"	"15"	"Arizona"	"04"	"2019"	"2019"	107895
	"15 years"	"15"	"Arizona"	"04"	"2020"	"2020"	110715
	"15 years"	"15"	"Arkansas"	"05"	"2011"	"2011"	38859
	"15 years"	"15"	"Arkansas"	"05"	"2012"	"2012"	38905
	"15 years"	"15"	"Arkansas"	"05"	"2013"	"2013"	39077
	"15 years"	"15"	"Arkansas"	"05"	"2014"	"2014"	39320
	"15 years"	"15"	"Arkansas"	"05"	"2015"	"2015"	39817
	"15 years"	"15"	"Arkansas"	"05"	"2016"	"2016"	40569
	"15 years"	"15"	"Arkansas"	"05"	"2017"	"2017"	40592
	"15 years"	"15"	"Arkansas"	"05"	"2018"	"2018"	41802
	"15 years"	"15"	"Arkansas"	"05"	"2019"	"2019"	41798
	"15 years"	"15"	"Arkansas"	"05"	"2020"	"2020"	41783
	"15 years"	"15"	"California"	"06"	"2011"	"2011"	517269
	"15 years"	"15"	"California"	"06"	"2012"	"2012"	495696
	"15 years"	"15"	"California"	"06"	"2013"	"2013"	480253
	"15 years"	"15"	"California"	"06"	"2014"	"2014"	474066
	"15 years"	"15"	"California"	"06"	"2015"	"2015"	479231
	"15 years"	"15"	"California"	"06"	"2016"	"2016"	505363
	"15 years"	"15"	"California"	"06"	"2017"	"2017"	509385
	"15 years"	"15"	"California"	"06"	"2018"	"2018"	512621
	"15 years"	"15"	"California"	"06"	"2019"	"2019"	520304
	"15 years"	"15"	"California"	"06"	"2020"	"2020"	528397
	"15 years"	"15"	"Colorado"	"08"	"2011"	"2011"	60986
	"15 years"	"15"	"Colorado"	"08"	"2012"	"2012"	60471
	"15 years"	"15"	"Colorado"	"08"	"2013"	"2013"	60647
	"15 years"	"15"	"Colorado"	"08"	"2014"	"2014"	62290
	"15 years"	"15"	"Colorado"	"08"	"2015"	"2015"	63907
	"15 years"	"15"	"Colorado"	"08"	"2016"	"2016"	67942
	"15 years"	"15"	"Colorado"	"08"	"2017"	"2017"	68595
	"15 years"	"15"	"Colorado"	"08"	"2018"	"2018"	68664
	"15 years"	"15"	"Colorado"	"08"	"2019"	"2019"	68924
	"15 years"	"15"	"Colorado"	"08"	"2020"	"2020"	69629
	"15 years"	"15"	"Connecticut"	"09"	"2011"	"2011"	47160
	"15 years"	"15"	"Connecticut"	"09"	"2012"	"2012"	46284
	"15 years"	"15"	"Connecticut"	"09"	"2013"	"2013"	45104
	"15 years"	"15"	"Connecticut"	"09"	"2014"	"2014"	45539
	"15 years"	"15"	"Connecticut"	"09"	"2015"	"2015"	44391
	"15 years"	"15"	"Connecticut"	"09"	"2016"	"2016"	44352
	"15 years"	"15"	"Connecticut"	"09"	"2017"	"2017"	43959
	"15 years"	"15"	"Connecticut"	"09"	"2018"	"2018"	43406
	"15 years"	"15"	"Connecticut"	"09"	"2019"	"2019"	43122
	"15 years"	"15"	"Connecticut"	"09"	"2020"	"2020"	42954
	"15 years"	"15"	"Delaware"	"10"	"2011"	"2011"	10767
	"15 years"	"15"	"Delaware"	"10"	"2012"	"2012"	10466
	"15 years"	"15"	"Delaware"	"10"	"2013"	"2013"	10694
	"15 years"	"15"	"Delaware"	"10"	"2014"	"2014"	10825
	"15 years"	"15"	"Delaware"	"10"	"2015"	"2015"	10973
	"15 years"	"15"	"Delaware"	"10"	"2016"	"2016"	11454
	"15 years"	"15"	"Delaware"	"10"	"2017"	"2017"	11353
	"15 years"	"15"	"Delaware"	"10"	"2018"	"2018"	11367
	"15 years"	"15"	"Delaware"	"10"	"2019"	"2019"	11404
	"15 years"	"15"	"Delaware"	"10"	"2020"	"2020"	11480
	"15 years"	"15"	"District of Columbia"	"11"	"2011"	"2011"	5880
	"15 years"	"15"	"District of Columbia"	"11"	"2012"	"2012"	5326
	"15 years"	"15"	"District of Columbia"	"11"	"2013"	"2013"	4899
	"15 years"	"15"	"District of Columbia"	"11"	"2014"	"2014"	4464
	"15 years"	"15"	"District of Columbia"	"11"	"2015"	"2015"	4634
	"15 years"	"15"	"District of Columbia"	"11"	"2016"	"2016"	5521
	"15 years"	"15"	"District of Columbia"	"11"	"2017"	"2017"	5395
	"15 years"	"15"	"District of Columbia"	"11"	"2018"	"2018"	5166
	"15 years"	"15"	"District of Columbia"	"11"	"2019"	"2019"	6669
	"15 years"	"15"	"District of Columbia"	"11"	"2020"	"2020"	6516
	"15 years"	"15"	"Florida"	"12"	"2011"	"2011"	218468
	"15 years"	"15"	"Florida"	"12"	"2012"	"2012"	216800
	"15 years"	"15"	"Florida"	"12"	"2013"	"2013"	216953
	"15 years"	"15"	"Florida"	"12"	"2014"	"2014"	219810
	"15 years"	"15"	"Florida"	"12"	"2015"	"2015"	225472
	"15 years"	"15"	"Florida"	"12"	"2016"	"2016"	243561
	"15 years"	"15"	"Florida"	"12"	"2017"	"2017"	247975
	"15 years"	"15"	"Florida"	"12"	"2018"	"2018"	254827
	"15 years"	"15"	"Florida"	"12"	"2019"	"2019"	259426
	"15 years"	"15"	"Florida"	"12"	"2020"	"2020"	264553
	"15 years"	"15"	"Georgia"	"13"	"2011"	"2011"	132289
	"15 years"	"15"	"Georgia"	"13"	"2012"	"2012"	132011
	"15 years"	"15"	"Georgia"	"13"	"2013"	"2013"	133144
	"15 years"	"15"	"Georgia"	"13"	"2014"	"2014"	136303
	"15 years"	"15"	"Georgia"	"13"	"2015"	"2015"	140200
	"15 years"	"15"	"Georgia"	"13"	"2016"	"2016"	151744
	"15 years"	"15"	"Georgia"	"13"	"2017"	"2017"	152090
	"15 years"	"15"	"Georgia"	"13"	"2018"	"2018"	152665
	"15 years"	"15"	"Georgia"	"13"	"2019"	"2019"	152303
	"15 years"	"15"	"Georgia"	"13"	"2020"	"2020"	153498
	"15 years"	"15"	"Hawaii"	"15"	"2011"	"2011"	15288
	"15 years"	"15"	"Hawaii"	"15"	"2012"	"2012"	14552
	"15 years"	"15"	"Hawaii"	"15"	"2013"	"2013"	14412
	"15 years"	"15"	"Hawaii"	"15"	"2014"	"2014"	14470
	"15 years"	"15"	"Hawaii"	"15"	"2015"	"2015"	14837
	"15 years"	"15"	"Hawaii"	"15"	"2016"	"2016"	16862
	"15 years"	"15"	"Hawaii"	"15"	"2017"	"2017"	16944
	"15 years"	"15"	"Hawaii"	"15"	"2018"	"2018"	17680
	"15 years"	"15"	"Hawaii"	"15"	"2019"	"2019"	18186
	"15 years"	"15"	"Hawaii"	"15"	"2020"	"2020"	18201
	"15 years"	"15"	"Idaho"	"16"	"2011"	"2011"	21133
	"15 years"	"15"	"Idaho"	"16"	"2012"	"2012"	21201
	"15 years"	"15"	"Idaho"	"16"	"2013"	"2013"	21349
	"15 years"	"15"	"Idaho"	"16"	"2014"	"2014"	22104
	"15 years"	"15"	"Idaho"	"16"	"2015"	"2015"	22594
	"15 years"	"15"	"Idaho"	"16"	"2016"	"2016"	23187
	"15 years"	"15"	"Idaho"	"16"	"2017"	"2017"	23377
	"15 years"	"15"	"Idaho"	"16"	"2018"	"2018"	23132
	"15 years"	"15"	"Idaho"	"16"	"2019"	"2019"	23673
	"15 years"	"15"	"Idaho"	"16"	"2020"	"2020"	24223
	"15 years"	"15"	"Illinois"	"17"	"2011"	"2011"	172148
	"15 years"	"15"	"Illinois"	"17"	"2012"	"2012"	166607
	"15 years"	"15"	"Illinois"	"17"	"2013"	"2013"	164749
	"15 years"	"15"	"Illinois"	"17"	"2014"	"2014"	164477
	"15 years"	"15"	"Illinois"	"17"	"2015"	"2015"	165612
	"15 years"	"15"	"Illinois"	"17"	"2016"	"2016"	172931
	"15 years"	"15"	"Illinois"	"17"	"2017"	"2017"	172616
	"15 years"	"15"	"Illinois"	"17"	"2018"	"2018"	171947
	"15 years"	"15"	"Illinois"	"17"	"2019"	"2019"	171987
	"15 years"	"15"	"Illinois"	"17"	"2020"	"2020"	172354
	"15 years"	"15"	"Indiana"	"18"	"2011"	"2011"	90727
	"15 years"	"15"	"Indiana"	"18"	"2012"	"2012"	89173
	"15 years"	"15"	"Indiana"	"18"	"2013"	"2013"	89795
	"15 years"	"15"	"Indiana"	"18"	"2014"	"2014"	90844
	"15 years"	"15"	"Indiana"	"18"	"2015"	"2015"	91778
	"15 years"	"15"	"Indiana"	"18"	"2016"	"2016"	93491
	"15 years"	"15"	"Indiana"	"18"	"2017"	"2017"	91312
	"15 years"	"15"	"Indiana"	"18"	"2018"	"2018"	90759
	"15 years"	"15"	"Indiana"	"18"	"2019"	"2019"	90809
	"15 years"	"15"	"Indiana"	"18"	"2020"	"2020"	90975
	"15 years"	"15"	"Iowa"	"19"	"2011"	"2011"	40268
	"15 years"	"15"	"Iowa"	"19"	"2012"	"2012"	40023
	"15 years"	"15"	"Iowa"	"19"	"2013"	"2013"	39979
	"15 years"	"15"	"Iowa"	"19"	"2014"	"2014"	40346
	"15 years"	"15"	"Iowa"	"19"	"2015"	"2015"	40466
	"15 years"	"15"	"Iowa"	"19"	"2016"	"2016"	40305
	"15 years"	"15"	"Iowa"	"19"	"2017"	"2017"	39706
	"15 years"	"15"	"Iowa"	"19"	"2018"	"2018"	39768
	"15 years"	"15"	"Iowa"	"19"	"2019"	"2019"	39743
	"15 years"	"15"	"Iowa"	"19"	"2020"	"2020"	39831
	"15 years"	"15"	"Kansas"	"20"	"2011"	"2011"	38185
	"15 years"	"15"	"Kansas"	"20"	"2012"	"2012"	37367
	"15 years"	"15"	"Kansas"	"20"	"2013"	"2013"	37705
	"15 years"	"15"	"Kansas"	"20"	"2014"	"2014"	38355
	"15 years"	"15"	"Kansas"	"20"	"2015"	"2015"	38583
	"15 years"	"15"	"Kansas"	"20"	"2016"	"2016"	38788
	"15 years"	"15"	"Kansas"	"20"	"2017"	"2017"	38470
	"15 years"	"15"	"Kansas"	"20"	"2018"	"2018"	38826
	"15 years"	"15"	"Kansas"	"20"	"2019"	"2019"	38955
	"15 years"	"15"	"Kansas"	"20"	"2020"	"2020"	39156
	"15 years"	"15"	"Kentucky"	"21"	"2011"	"2011"	55240
	"15 years"	"15"	"Kentucky"	"21"	"2012"	"2012"	54693
	"15 years"	"15"	"Kentucky"	"21"	"2013"	"2013"	55180
	"15 years"	"15"	"Kentucky"	"21"	"2014"	"2014"	56154
	"15 years"	"15"	"Kentucky"	"21"	"2015"	"2015"	56840
	"15 years"	"15"	"Kentucky"	"21"	"2016"	"2016"	58040
	"15 years"	"15"	"Kentucky"	"21"	"2017"	"2017"	57316
	"15 years"	"15"	"Kentucky"	"21"	"2018"	"2018"	58471
	"15 years"	"15"	"Kentucky"	"21"	"2019"	"2019"	58132
	"15 years"	"15"	"Kentucky"	"21"	"2020"	"2020"	57859
	"15 years"	"15"	"Louisiana"	"22"	"2011"	"2011"	61524
	"15 years"	"15"	"Louisiana"	"22"	"2012"	"2012"	60737
	"15 years"	"15"	"Louisiana"	"22"	"2013"	"2013"	61217
	"15 years"	"15"	"Louisiana"	"22"	"2014"	"2014"	61632
	"15 years"	"15"	"Louisiana"	"22"	"2015"	"2015"	62631
	"15 years"	"15"	"Louisiana"	"22"	"2016"	"2016"	64613
	"15 years"	"15"	"Louisiana"	"22"	"2017"	"2017"	64342
	"15 years"	"15"	"Louisiana"	"22"	"2018"	"2018"	67337
	"15 years"	"15"	"Louisiana"	"22"	"2019"	"2019"	67122
	"15 years"	"15"	"Louisiana"	"22"	"2020"	"2020"	66901
	"15 years"	"15"	"Maine"	"23"	"2011"	"2011"	15144
	"15 years"	"15"	"Maine"	"23"	"2012"	"2012"	14868
	"15 years"	"15"	"Maine"	"23"	"2013"	"2013"	14726
	"15 years"	"15"	"Maine"	"23"	"2014"	"2014"	14793
	"15 years"	"15"	"Maine"	"23"	"2015"	"2015"	14600
	"15 years"	"15"	"Maine"	"23"	"2016"	"2016"	14728
	"15 years"	"15"	"Maine"	"23"	"2017"	"2017"	14580
	"15 years"	"15"	"Maine"	"23"	"2018"	"2018"	14162
	"15 years"	"15"	"Maine"	"23"	"2019"	"2019"	14343
	"15 years"	"15"	"Maine"	"23"	"2020"	"2020"	14480
	"15 years"	"15"	"Maryland"	"24"	"2011"	"2011"	74828
	"15 years"	"15"	"Maryland"	"24"	"2012"	"2012"	73328
	"15 years"	"15"	"Maryland"	"24"	"2013"	"2013"	72644
	"15 years"	"15"	"Maryland"	"24"	"2014"	"2014"	73653
	"15 years"	"15"	"Maryland"	"24"	"2015"	"2015"	74406
	"15 years"	"15"	"Maryland"	"24"	"2016"	"2016"	78441
	"15 years"	"15"	"Maryland"	"24"	"2017"	"2017"	78451
	"15 years"	"15"	"Maryland"	"24"	"2018"	"2018"	78518
	"15 years"	"15"	"Maryland"	"24"	"2019"	"2019"	79244
	"15 years"	"15"	"Maryland"	"24"	"2020"	"2020"	80238
	"15 years"	"15"	"Massachusetts"	"25"	"2011"	"2011"	86176
	"15 years"	"15"	"Massachusetts"	"25"	"2012"	"2012"	84353
	"15 years"	"15"	"Massachusetts"	"25"	"2013"	"2013"	83525
	"15 years"	"15"	"Massachusetts"	"25"	"2014"	"2014"	83017
	"15 years"	"15"	"Massachusetts"	"25"	"2015"	"2015"	82909
	"15 years"	"15"	"Massachusetts"	"25"	"2016"	"2016"	86096
	"15 years"	"15"	"Massachusetts"	"25"	"2017"	"2017"	85924
	"15 years"	"15"	"Massachusetts"	"25"	"2018"	"2018"	85653
	"15 years"	"15"	"Massachusetts"	"25"	"2019"	"2019"	84894
	"15 years"	"15"	"Massachusetts"	"25"	"2020"	"2020"	84328
	"15 years"	"15"	"Michigan"	"26"	"2011"	"2011"	140387
	"15 years"	"15"	"Michigan"	"26"	"2012"	"2012"	137962
	"15 years"	"15"	"Michigan"	"26"	"2013"	"2013"	137659
	"15 years"	"15"	"Michigan"	"26"	"2014"	"2014"	137669
	"15 years"	"15"	"Michigan"	"26"	"2015"	"2015"	137512
	"15 years"	"15"	"Michigan"	"26"	"2016"	"2016"	139698
	"15 years"	"15"	"Michigan"	"26"	"2017"	"2017"	136198
	"15 years"	"15"	"Michigan"	"26"	"2018"	"2018"	132956
	"15 years"	"15"	"Michigan"	"26"	"2019"	"2019"	133454
	"15 years"	"15"	"Michigan"	"26"	"2020"	"2020"	134104
	"15 years"	"15"	"Minnesota"	"27"	"2011"	"2011"	70326
	"15 years"	"15"	"Minnesota"	"27"	"2012"	"2012"	69561
	"15 years"	"15"	"Minnesota"	"27"	"2013"	"2013"	69555
	"15 years"	"15"	"Minnesota"	"27"	"2014"	"2014"	70454
	"15 years"	"15"	"Minnesota"	"27"	"2015"	"2015"	71052
	"15 years"	"15"	"Minnesota"	"27"	"2016"	"2016"	72783
	"15 years"	"15"	"Minnesota"	"27"	"2017"	"2017"	72110
	"15 years"	"15"	"Minnesota"	"27"	"2018"	"2018"	71752
	"15 years"	"15"	"Minnesota"	"27"	"2019"	"2019"	72362
	"15 years"	"15"	"Minnesota"	"27"	"2020"	"2020"	73280
	"15 years"	"15"	"Mississippi"	"28"	"2011"	"2011"	41112
	"15 years"	"15"	"Mississippi"	"28"	"2012"	"2012"	40339
