"state","date","season","total_specimens","percap_a","percap_b"
"Hawaii",2012-03-31,2011,293,6.6113468341933,0.808053501956959
"Hawaii",2012-04-07,2011,349,7.6397785639567,1.17535054830103
"Hawaii",2012-04-14,2011,432,6.75826565273093,1.46918818537629
"Hawaii",2012-04-21,2011,370,6.46442801565567,1.83648523172036
"Hawaii",2012-04-28,2011,297,7.6397785639567,2.13032286879562
"Hawaii",2012-05-05,2011,349,5.14215864881701,1.76302582245155
"Hawaii",2012-05-12,2011,411,4.84832101174175,2.27724168733325
"Hawaii",2012-05-19,2011,366,4.55448337466649,2.42416050587088
"Hawaii",2012-05-26,2011,359,3.74642987270954,2.93837637075258
"Hawaii",2012-06-02,2011,338,2.13032286879562,4.18718632832242
"Hawaii",2012-06-09,2011,449,2.79145755221495,3.30567341709665
"Hawaii",2012-06-16,2011,185,1.5426475946451,2.0568634595268
"Hawaii",2012-06-23,2011,284,2.79145755221495,1.90994464098917
"Hawaii",2012-06-30,2011,222,1.24880995756985,1.24880995756985
"Hawaii",2012-07-07,2011,185,0.440756455612887,1.0284317297634
"Hawaii",2012-07-14,2011,182,1.0284317297634,0.954972320494587
"Hawaii",2012-07-21,2011,175,0.954972320494587,0.367297046344072
"Hawaii",2012-07-28,2011,154,0.734594092688144,0.954972320494587
"Hawaii",2012-08-04,2011,169,2.86491696148376,0.66113468341933
"Hawaii",2012-08-11,2011,255,4.33410514686005,0.367297046344072
"Hawaii",2012-08-18,2011,257,3.52605164490309,0.66113468341933
"Hawaii",2012-08-25,2011,228,3.37913282636546,0.66113468341933
"Hawaii",2012-09-01,2011,288,2.42416050587088,0.66113468341933
"Hawaii",2012-09-08,2011,232,1.61610700391392,0.293837637075258
"Hawaii",2012-09-15,2011,207,1.90994464098917,0.146918818537629
"Hawaii",2012-09-22,2011,164,0.66113468341933,0.0734594092688144
"Hawaii",2012-09-29,2011,208,1.5426475946451,0.0734594092688144
"Hawaii",2012-10-06,2011,158,0.440756455612887,0.146918818537629
"Hawaii",2012-10-13,2012,190,0.66113468341933,0.0734594092688144
"Hawaii",2012-10-20,2012,225,0.881512911225773,0
"Hawaii",2012-10-27,2012,240,1.68956641318273,0.0734594092688144
"Hawaii",2012-11-03,2012,267,1.39572877610747,0
"Hawaii",2012-11-10,2012,252,1.46918818537629,0.0734594092688144
"Hawaii",2012-11-17,2012,339,1.39572877610747,0.220378227806443
"Hawaii",2012-11-24,2012,259,0.954972320494587,0
"Hawaii",2012-12-01,2012,273,0.808053501956959,0.220378227806443
"Hawaii",2012-12-08,2012,218,0.881512911225773,0.0734594092688144
"Hawaii",2012-12-15,2012,253,1.46918818537629,0
"Hawaii",2012-12-22,2012,294,2.20378227806443,0.146918818537629
"Hawaii",2012-12-29,2012,245,1.68956641318273,0.0734594092688144
"Hawaii",2013-01-05,2012,290,3.81988928197835,0.146918818537629
"Hawaii",2013-01-12,2012,327,5.76444156789892,0.291870459134123
"Hawaii",2013-01-19,2012,368,9.48578992185898,0.510773303484714
"Hawaii",2013-01-26,2012,421,10.2154660696943,0.948578992185898
"Hawaii",2013-02-02,2012,710,12.0396564392826,1.09451422175296
"Hawaii",2013-02-09,2012,630,12.5504297427673,1.09451422175296
"Hawaii",2013-02-16,2012,579,9.9965632253437,2.33496367307298
"Hawaii",2013-02-23,2012,517,9.55875753664251,1.31341706610355
"Hawaii",2013-03-02,2012,409,7.29676147835306,1.82419036958827
"Hawaii",2013-03-09,2012,380,6.2022472566001,2.6268341322071
"Hawaii",2013-03-16,2012,409,5.76444156789892,3.50244550960947
"Hawaii",2013-03-23,2012,403,4.45102450179537,3.575413124393
"Hawaii",2013-03-30,2012,439,3.21057505047535,5.10773303484714
"Hawaii",2013-04-06,2012,432,2.69980174699063,5.69147395311539
"Hawaii",2013-04-13,2012,410,4.23212165744478,4.96179780528008
"Hawaii",2013-04-20,2012,431,2.91870459134122,7.150826248786
"Hawaii",2013-04-27,2012,416,3.42947789482594,5.32663587919774
"Hawaii",2013-05-04,2012,446,2.99167220612476,7.150826248786
"Hawaii",2013-05-11,2012,416,3.28354266525888,7.00489101921894
"Hawaii",2013-05-18,2012,354,1.60528752523767,4.66992734614596
"Hawaii",2013-05-25,2012,425,1.60528752523767,5.18070064963067
"Hawaii",2013-06-01,2012,420,1.16748183653649,5.25366826441421
"Hawaii",2013-06-08,2012,331,1.02154660696943,3.94025119831065
"Hawaii",2013-06-15,2012,382,1.09451422175296,3.86728358352712
"Hawaii",2013-06-22,2012,343,0.729676147835306,3.575413124393
"Hawaii",2013-06-29,2012,293,0.510773303484714,3.35651028004241
"Hawaii",2013-07-06,2012,178,0.291870459134123,1.60528752523767
"Hawaii",2013-07-13,2012,227,0.510773303484714,1.38638468088708
"Hawaii",2013-07-20,2012,205,1.75122275480474,0.729676147835306
"Hawaii",2013-07-27,2012,168,0.218902844350592,0.364838073917653
"Hawaii",2013-08-03,2012,113,0,0.510773303484714
"Hawaii",2013-08-10,2012,145,0.291870459134123,0.948578992185898
"Hawaii",2013-08-17,2012,117,0,0.656708533051776
"Hawaii",2013-08-24,2012,86,0.145935229567061,0.437805688701184
"Hawaii",2013-08-31,2012,104,0.0729676147835306,0.145935229567061
"Hawaii",2013-09-07,2012,110,0.0729676147835306,0.145935229567061
"Hawaii",2013-09-14,2012,110,0.145935229567061,0.0729676147835306
"Hawaii",2013-09-21,2012,117,0.218902844350592,0.0729676147835306
"Hawaii",2013-09-28,2012,113,0.145935229567061,0.145935229567061
"Hawaii",2013-10-05,2012,151,0.364838073917653,0
"Hawaii",2013-10-12,2013,127,0.510773303484714,0.0729676147835306
"Hawaii",2013-10-19,2013,232,0.875611377402368,0
"Hawaii",2013-10-26,2013,219,0.948578992185898,0
"Hawaii",2013-11-02,2013,178,0.364838073917653,0
"Hawaii",2013-11-09,2013,193,0.0729676147835306,0.291870459134123
"Hawaii",2013-11-16,2013,244,0.437805688701184,0.218902844350592
"Hawaii",2013-11-23,2013,203,0.729676147835306,0.145935229567061
"Hawaii",2013-11-30,2013,211,0.364838073917653,0
"Hawaii",2013-12-07,2013,225,1.09451422175296,0.145935229567061
"Hawaii",2013-12-14,2013,206,0.948578992185898,0.145935229567061
"Hawaii",2013-12-21,2013,205,1.38638468088708,0
"Hawaii",2013-12-28,2013,206,2.55386651742357,0.0729676147835306
"Hawaii",2014-01-04,2013,295,4.15915404266125,0
"Hawaii",2014-01-11,2013,320,6.38268088553895,0.0725304646083971
"Hawaii",2014-01-18,2013,316,5.80243716867177,0.145060929216794
"Hawaii",2014-01-25,2013,418,8.48606435918247,0
"Hawaii",2014-02-01,2013,421,9.13883854065804,0.290121858433589
"Hawaii",2014-02-08,2013,418,8.26847296535727,0.290121858433589
"Hawaii",2014-02-15,2013,339,7.32557692544811,0.797835110692369
"Hawaii",2014-02-22,2013,525,7.6156987838817,0.50771325225878
"Hawaii",2014-03-01,2013,500,8.34100342996567,1.16048743373435
"Hawaii",2014-03-08,2013,480,7.7607597130985,1.30554836295115
"Hawaii",2014-03-15,2013,446,6.96292460240613,0.725304646083971
"Hawaii",2014-03-22,2013,439,6.74533320858093,0.870365575300766
"Hawaii",2014-03-29,2013,351,3.62652323041986,1.16048743373435
"Hawaii",2014-04-05,2013,361,2.97374904894428,0.652774181475574
"Hawaii",2014-04-12,2013,273,1.59567022138474,1.59567022138474
"Hawaii",2014-04-19,2013,254,0.797835110692369,1.30554836295115
"Hawaii",2014-04-26,2013,192,1.23301789834275,0.797835110692369
"Hawaii",2014-05-03,2013,201,0.435182787650383,1.01542650451756
"Hawaii",2014-05-10,2013,169,0.725304646083971,1.81326161520993
"Hawaii",2014-05-17,2013,183,0.580243716867177,0.942896039909163
"Hawaii",2014-05-24,2013,237,1.66820068599313,2.32097486746871
"Hawaii",2014-05-31,2013,226,1.74073115060153,1.59567022138474
"Hawaii",2014-06-07,2013,345,4.06170601807024,2.97374904894428
"Hawaii",2014-06-14,2013,280,3.19134044276947,2.39350533207711
"Hawaii",2014-06-21,2013,343,3.33640137198627,3.11880997816108
"Hawaii",2014-06-28,2013,337,2.5385662612939,2.39350533207711
"Hawaii",2014-07-05,2013,273,1.45060929216794,2.24844440286031
"Hawaii",2014-07-12,2013,274,1.88579207981833,1.52313975677634
"Hawaii",2014-07-19,2013,203,1.74073115060153,1.52313975677634
"Hawaii",2014-07-26,2013,235,1.23301789834275,1.66820068599313
"Hawaii",2014-08-02,2013,263,2.17591393825191,0.870365575300766
"Hawaii",2014-08-09,2013,191,2.90121858433589,0.870365575300766
"Hawaii",2014-08-16,2013,237,2.24844440286031,0.797835110692369
"Hawaii",2014-08-23,2013,244,2.5385662612939,0.362652323041986
"Hawaii",2014-08-30,2013,215,2.97374904894428,0.725304646083971
"Hawaii",2014-09-06,2013,242,2.75615765511909,0.50771325225878
"Hawaii",2014-09-13,2013,237,2.5385662612939,0.290121858433589
"Hawaii",2014-09-20,2013,250,3.48146230120306,0.870365575300766
"Hawaii",2014-09-27,2013,247,3.77158415963665,0.435182787650383
"Hawaii",2014-10-04,2013,324,3.91664508885345,0.290121858433589
"Hawaii",2014-10-11,2014,256,2.24844440286031,0.145060929216794
"Hawaii",2014-10-18,2014,243,1.30554836295115,0.290121858433589
"Hawaii",2014-10-25,2014,280,1.95832254442672,0
"Hawaii",2014-11-01,2014,232,0.652774181475574,0
"Hawaii",2014-11-08,2014,258,2.4660357966855,0.145060929216794
"Hawaii",2014-11-15,2014,258,0.725304646083971,0.145060929216794
"Hawaii",2014-11-22,2014,251,1.08795696912596,0
"Hawaii",2014-11-29,2014,154,1.37807882755955,0
"Hawaii",2014-12-06,2014,180,1.45060929216794,0
"Hawaii",2014-12-13,2014,166,1.74073115060153,0.217591393825191
"Hawaii",2014-12-20,2014,238,2.39350533207711,0.362652323041986
"Hawaii",2014-12-27,2014,302,6.89039413779773,0.217591393825191
"Hawaii",2015-01-03,2014,497,11.6774048019519,0.725304646083971
"Hawaii",2015-01-10,2014,519,11.8949961957771,0.50771325225878
"Hawaii",2015-01-10,2014,525,15.5849553231281,0.144305141880816
"Hawaii",2015-01-17,2014,590,16.450786174413,0.360762854702039
"Hawaii",2015-01-24,2014,676,17.4609221675787,1.15444113504652
"Hawaii",2015-01-31,2014,638,18.398905589804,1.15444113504652
"Hawaii",2015-02-07,2014,549,13.0596153402138,1.01013599316571
"Hawaii",2015-02-14,2014,465,9.52413936413382,1.37089884786775
"Hawaii",2015-02-21,2014,393,6.27727367181547,0.793678280344485
"Hawaii",2015-02-28,2014,364,6.4937313846367,1.51520398974856
"Hawaii",2015-03-07,2014,280,5.26713767864977,0.937983422225301
"Hawaii",2015-03-14,2014,349,4.04054397266283,0.937983422225301
"Hawaii",2015-03-21,2014,316,2.74179769573549,1.73166170256979
"Hawaii",2015-03-28,2014,252,1.22659370598693,1.58735656068897
"Hawaii",2015-04-04,2014,185,0.865830851284893,1.65950913162938
"Hawaii",2015-04-11,2014,229,0.64937313846367,1.44305141880815
"Hawaii",2015-04-18,2014,198,1.29874627692734,1.08228856410612
"Hawaii",2015-04-25,2014,185,0.793678280344485,0.937983422225301
"Hawaii",2015-05-02,2014,129,0.360762854702039,1.08228856410612
"Hawaii",2015-05-09,2014,184,0.216457712821223,1.8759668444506
"Hawaii",2015-05-16,2014,240,0.288610283761631,2.09242455727182
"Hawaii",2015-05-23,2014,244,0.793678280344485,1.58735656068897
"Hawaii",2015-05-30,2014,269,0.577220567523262,1.80381427351019
"Hawaii",2015-06-06,2014,245,0.432915425642447,1.37089884786775
"Hawaii",2015-06-13,2014,286,0.865830851284893,2.74179769573549
"Hawaii",2015-06-20,2014,234,0.721525709404077,1.44305141880815
"Hawaii",2015-06-27,2014,251,1.29874627692734,1.58735656068897
"Hawaii",2015-07-04,2014,179,1.08228856410612,0.432915425642447
"Hawaii",2015-07-11,2014,217,1.22659370598693,0.721525709404077
"Hawaii",2015-07-18,2014,186,0.64937313846367,0.865830851284893
"Hawaii",2015-07-25,2014,221,1.15444113504652,0.64937313846367
"Hawaii",2015-08-01,2014,229,0.721525709404077,0.144305141880816
"Hawaii",2015-08-08,2014,176,0.865830851284893,0.721525709404077
"Hawaii",2015-08-15,2014,208,0.793678280344485,0.432915425642447
"Hawaii",2015-08-22,2014,208,1.22659370598693,0
"Hawaii",2015-08-29,2014,200,1.58735656068897,0.288610283761631
"Hawaii",2015-09-05,2014,286,1.22659370598693,0.865830851284893
"Hawaii",2015-09-12,2014,268,1.01013599316571,1.15444113504652
"Hawaii",2015-09-19,2014,350,1.22659370598693,1.51520398974856
"Hawaii",2015-09-26,2014,359,1.37089884786775,1.44305141880815
"Hawaii",2015-10-03,2014,253,2.23672969915264,1.15444113504652
"Hawaii",2015-10-10,2015,234,1.65950913162938,0.144305141880816
"Hawaii",2015-10-17,2015,182,1.44305141880815,0.0721525709404078
"Hawaii",2015-10-24,2015,252,0.288610283761631,0
"Hawaii",2015-10-31,2015,228,0.216457712821223,0.0721525709404078
"Hawaii",2015-11-07,2015,190,0.0721525709404078,0.216457712821223
"Hawaii",2015-11-14,2015,188,0.0721525709404078,0.144305141880816
"Hawaii",2015-11-21,2015,146,0,0
"Hawaii",2015-11-28,2015,102,0,0
"Hawaii",2015-12-05,2015,158,0.0721525709404078,0
"Hawaii",2015-12-12,2015,134,0,0
"Hawaii",2015-12-19,2015,114,0.0721525709404078,0.0721525709404078
"Hawaii",2015-12-26,2015,134,0,0
"Hawaii",2016-01-02,2015,98,0.216457712821223,0
"Hawaii",2016-01-09,2015,136,0.143682805837832,0
"Hawaii",2016-01-16,2015,130,0.431048417513497,0.0718414029189162
"Hawaii",2016-01-23,2015,166,0.431048417513497,0.143682805837832
"Hawaii",2016-01-30,2015,158,0.502889820432413,0.143682805837832
"Hawaii",2016-02-06,2015,158,0.933938237945911,0.0718414029189162
"Hawaii",2016-02-13,2015,200,1.36498665545941,0.287365611675665
"Hawaii",2016-02-20,2015,170,0.790255432108078,0.215524208756749
"Hawaii",2016-02-27,2015,298,2.08340068464857,0.502889820432413
"Hawaii",2016-03-05,2015,196,1.14946244670266,0.431048417513497
"Hawaii",2016-03-12,2015,282,2.87365611675665,0.718414029189162
"Hawaii",2016-03-19,2015,306,3.16102172843231,0.359207014594581
"Hawaii",2016-03-26,2015,332,3.44838734010798,0.359207014594581
"Hawaii",2016-04-02,2015,284,2.58629050508098,0.502889820432413
"Hawaii",2016-04-09,2015,236,1.50866946129724,0.646572626270246
"Hawaii",2016-04-16,2015,290,1.14946244670266,0.57473122335133
"Hawaii",2016-04-23,2015,182,0.718414029189162,0.143682805837832
"Hawaii",2016-04-30,2015,172,0.718414029189162,0.646572626270246
"Hawaii",2016-05-07,2015,242,0.862096835026994,0.502889820432413
"Hawaii",2016-05-14,2015,208,0.431048417513497,0.646572626270246
"Hawaii",2016-05-21,2015,176,0.287365611675665,0.287365611675665
"Hawaii",2016-05-28,2015,206,0.143682805837832,0.790255432108078
"Hawaii",2016-06-04,2015,230,0.143682805837832,0.215524208756749
"Hawaii",2016-06-11,2015,188,0.215524208756749,0.502889820432413
"Hawaii",2016-06-18,2015,130,0.0718414029189162,0.215524208756749
"Hawaii",2016-06-25,2015,172,0.0718414029189162,0.0718414029189162
"Hawaii",2016-07-02,2015,200,0.287365611675665,0.215524208756749
"Hawaii",2016-07-09,2015,NA,NA,NA
"Hawaii",2016-07-16,2015,130,0,0.287365611675665
"Hawaii",2016-07-23,2015,148,0.215524208756749,0
"Hawaii",2016-07-30,2015,100,0,0
"Hawaii",2016-08-06,2015,86,0.0718414029189162,0.0718414029189162
"Hawaii",2016-08-13,2015,106,0.0718414029189162,0.287365611675665
"Hawaii",2016-08-20,2015,130,0,0
"Hawaii",2016-08-27,2015,104,0.143682805837832,0
"Hawaii",2016-09-03,2015,166,0.431048417513497,0
"Hawaii",2016-09-10,2015,150,0,0
"Hawaii",2016-09-17,2015,124,0.359207014594581,0.0718414029189162
"Hawaii",2016-09-24,2015,192,0.431048417513497,0
"Hawaii",2016-10-01,2015,230,0.0718414029189162,0.143682805837832
"Hawaii",2016-10-08,2016,188,0.287365611675665,0.0718414029189162
"Hawaii",2016-10-15,2016,190,0.359207014594581,0
"Hawaii",2016-10-22,2016,160,0.143682805837832,0
"Hawaii",2016-10-29,2016,139,0.287365611675665,0
"Hawaii",2016-11-05,2016,190,0.215524208756749,0
"Hawaii",2016-11-12,2016,222,0.359207014594581,0.0718414029189162
"Hawaii",2016-11-19,2016,154,0.287365611675665,0
"Hawaii",2016-11-26,2016,158,0.502889820432413,0.287365611675665
"Hawaii",2016-12-03,2016,228,1.29314525254049,0.431048417513497
"Hawaii",2016-12-10,2016,234,1.72419367005399,0.57473122335133
"Hawaii",2016-12-17,2016,256,1.65235226713507,0.215524208756749
"Hawaii",2016-12-24,2016,292,1.50866946129724,0.359207014594581
"Hawaii",2016-12-31,2016,354,0.502889820432413,1.29314525254049
"Hawaii",2017-01-07,2016,338,2.00392482991688,0.715687439256029
"Hawaii",2017-01-14,2016,322,2.00392482991688,0.357843719628014
"Hawaii",2017-01-21,2016,292,2.14706231776809,0.572549951404823
"Hawaii",2017-01-28,2016,246,1.28823739066085,0.644118695330426
"Hawaii",2017-02-04,2016,266,1.78921859814007,0.286274975702411
"Hawaii",2017-02-11,2016,240,1.07353115888404,0.429412463553617
"Hawaii",2017-02-18,2016,204,0.930393671032837,0.930393671032837
"Hawaii",2017-02-25,2016,226,1.28823739066085,0.286274975702411
"Hawaii",2017-03-04,2016,212,1.35980613458645,0.429412463553617
"Hawaii",2017-03-11,2016,202,0.930393671032837,0.787256183181631
"Hawaii",2017-03-18,2016,222,0.429412463553617,0.572549951404823
"Hawaii",2017-03-25,2016,188,0.644118695330426,0.286274975702411
"Hawaii",2017-04-01,2016,234,1.14509990280965,0.572549951404823
"Hawaii",2017-04-08,2016,176,0.644118695330426,0.286274975702411
"Hawaii",2017-04-15,2016,168,0.214706231776809,0.214706231776809
"Hawaii",2017-04-22,2016,116,0,0.357843719628014
"Hawaii",2017-04-29,2016,126,0.143137487851206,0.0715687439256029
"Hawaii",2017-05-06,2016,114,0.286274975702411,0.0715687439256029
"Hawaii",2017-05-13,2016,180,0.214706231776809,0.214706231776809
"Hawaii",2017-05-20,2016,182,0.143137487851206,0.357843719628014
"Hawaii",2017-05-27,2016,148,0.357843719628014,0.429412463553617
"Hawaii",2017-06-03,2016,136,0,0.429412463553617
"Hawaii",2017-06-10,2016,138,0.0715687439256029,0.429412463553617
"Hawaii",2017-06-17,2016,180,0.214706231776809,0
"Hawaii",2017-06-24,2016,134,0.0715687439256029,0.357843719628014
"Hawaii",2017-07-01,2016,106,0,0
"Hawaii",2017-07-08,2016,136,0.286274975702411,0.214706231776809
"Hawaii",2017-07-15,2016,112,0.0715687439256029,0.143137487851206
"Hawaii",2017-07-22,2016,68,0,0.0715687439256029
"Hawaii",2017-07-29,2016,144,0.0715687439256029,0.286274975702411
"Hawaii",2017-08-05,2016,132,0,0
"Hawaii",2017-08-12,2016,106,0.143137487851206,0.214706231776809
"Hawaii",2017-08-19,2016,116,0.214706231776809,0.143137487851206
"Hawaii",2017-08-26,2016,134,0.143137487851206,0.143137487851206
"Hawaii",2017-09-02,2016,90,0.0715687439256029,0.214706231776809
"Hawaii",2017-09-09,2016,146,0.143137487851206,0.143137487851206
"Hawaii",2017-09-16,2016,104,0.143137487851206,0.0715687439256029
"Hawaii",2017-09-23,2016,98,0.214706231776809,0
"Hawaii",2017-09-30,2016,130,0.143137487851206,0.286274975702411
"Hawaii",2017-10-07,2017,140,0.0715687439256029,0.214706231776809
"Hawaii",2017-10-14,2017,150,0.0715687439256029,0.214706231776809
"Hawaii",2017-10-21,2017,122,0.143137487851206,0.214706231776809
"Hawaii",2017-10-28,2017,126,0,0
"Hawaii",2017-11-04,2017,186,0.214706231776809,0.214706231776809
"Hawaii",2017-11-11,2017,204,0.858824927107234,0.357843719628014
"Hawaii",2017-11-18,2017,204,0.787256183181631,0.214706231776809
"Hawaii",2017-11-25,2017,228,0.787256183181631,0.286274975702411
"Hawaii",2017-12-02,2017,270,1.71764985421447,0.357843719628014
"Hawaii",2017-12-09,2017,218,1.93235608599128,0.143137487851206
"Hawaii",2017-12-16,2017,242,1.78921859814007,0.143137487851206
"Hawaii",2017-12-23,2017,242,1.78921859814007,0.286274975702411
"Hawaii",2017-12-30,2017,314,2.79118101309851,0.429412463553617
"Hawaii",2018-01-06,2017,298,2.78094099912793,0.784367974113005
"Hawaii",2018-01-13,2017,220,1.78265448662046,0.356530897324093
"Hawaii",2018-01-20,2017,250,1.85396066608528,0.49914325625373
"Hawaii",2018-01-27,2017,284,0.926980333042642,0.784367974113005
"Hawaii",2018-02-03,2017,280,0.570449435718549,0.784367974113005
"Hawaii",2018-02-10,2017,272,1.06959269197228,1.64004212769083
"Hawaii",2018-02-17,2017,304,0.49914325625373,1.1408988714371
"Hawaii",2018-02-24,2017,258,0.356530897324093,0.713061794648186
"Hawaii",2018-03-03,2017,228,0.427837076788912,0.285224717859274
"Hawaii",2018-03-10,2017,204,0.356530897324093,0.285224717859274
"Hawaii",2018-03-17,2017,230,0.356530897324093,0.570449435718549
"Hawaii",2018-03-24,2017,224,0.142612358929637,0.356530897324093
"Hawaii",2018-03-31,2017,204,0.213918538394456,0.427837076788912
"Hawaii",2018-04-07,2017,160,0.356530897324093,0.427837076788912
"Hawaii",2018-04-14,2017,184,0.285224717859274,0.213918538394456
"Hawaii",2018-04-21,2017,128,0,0.0713061794648186
"Hawaii",2018-04-28,2017,160,0.0713061794648186,0.213918538394456
"Hawaii",2018-05-05,2017,150,0,0.0713061794648186
"Hawaii",2018-05-12,2017,108,0,0.0713061794648186
"Hawaii",2018-05-19,2017,112,0,0.142612358929637
"Hawaii",2018-05-26,2017,112,0,0.427837076788912
"Hawaii",2018-06-02,2017,112,0.142612358929637,0.213918538394456
"Hawaii",2018-06-09,2017,84,0,0.213918538394456
"Hawaii",2018-06-16,2017,54,0.0713061794648186,0
"Hawaii",2018-06-23,2017,80,0,0.142612358929637
"Hawaii",2018-06-30,2017,68,0.0713061794648186,0
"Hawaii",2018-07-07,2017,108,0,0.213918538394456
"Hawaii",2018-07-14,2017,58,0,0
"Hawaii",2018-07-21,2017,52,0,0
"Hawaii",2018-07-28,2017,36,0,0
"Hawaii",2018-08-04,2017,38,0,0
"Hawaii",2018-08-11,2017,22,0,0
"Hawaii",2018-08-18,2017,32,0,0
"Hawaii",2018-08-25,2017,28,0,0
"Hawaii",2018-09-01,2017,34,0,0
"Hawaii",2018-09-08,2017,48,0.0713061794648186,0
"Hawaii",2018-09-15,2017,40,0.0713061794648186,0
"Hawaii",2018-09-22,2017,46,0,0
"Hawaii",2018-09-29,2017,50,0.0713061794648186,0
"Hawaii",2018-10-06,2018,62,0.142612358929637,0
"Hawaii",2018-10-13,2018,104,0.285224717859274,0
"Hawaii",2018-10-20,2018,92,0,0
"Hawaii",2018-10-27,2018,124,0.0713061794648186,0
"Hawaii",2018-11-03,2018,99,0,0.0713061794648186
"Hawaii",2018-11-10,2018,88,0,0
"Hawaii",2018-11-17,2018,114,0.142612358929637,0
"Hawaii",2018-11-24,2018,96,0.0713061794648186,0
"Hawaii",2018-12-01,2018,61,0.0713061794648186,0
"Hawaii",2018-12-08,2018,114,0.213918538394456,0
"Hawaii",2018-12-15,2018,122,0.285224717859274,0
"Hawaii",2018-12-22,2018,118,0.213918538394456,0
"Hawaii",2018-12-29,2018,200,1.56873594822601,0
"Hawaii",2019-01-05,2018,232,2.13148263800817,0
"Hawaii",2019-01-12,2018,286,2.41568032307593,0.0710494212669391
"Hawaii",2019-01-19,2018,200,1.98938379547429,0
"Hawaii",2019-01-26,2018,372,3.83666874841471,0.213148263800817
"Hawaii",2019-02-02,2018,374,3.83666874841471,0
"Hawaii",2019-02-09,2018,296,2.77092742941062,0.142098842533878
"Hawaii",2019-02-16,2018,298,2.77092742941062,0
"Hawaii",2019-02-23,2018,414,3.48142164208001,0.0710494212669391
"Hawaii",2019-03-02,2018,346,2.98407569321144,0.0710494212669391
"Hawaii",2019-03-09,2018,296,2.41568032307593,0
"Hawaii",2019-03-16,2018,304,1.91833437420735,0.213148263800817
"Hawaii",2019-03-23,2018,330,2.06043321674123,0
"Hawaii",2019-03-30,2018,268,1.20784016153796,0.142098842533878
"Hawaii",2019-04-06,2018,204,1.84728495294042,0.284197685067756
"Hawaii",2019-04-13,2018,232,0.994691897737147,0
"Hawaii",2019-04-20,2018,257,1.70518611040654,0.213148263800817
"Hawaii",2019-04-27,2018,264,1.91833437420735,0.0710494212669391
"Hawaii",2019-05-04,2018,194,1.20784016153796,0.213148263800817
"Hawaii",2019-05-11,2018,194,0.994691897737147,0.142098842533878
"Hawaii",2019-05-18,2018,206,0.78154363393633,0.142098842533878
"Hawaii",2019-05-25,2018,256,1.06574131900409,0.78154363393633
"Hawaii",2019-06-01,2018,262,0.78154363393633,0.923642476470208
"Hawaii",2019-06-08,2018,290,0.568395370135513,0.710494212669391
"Hawaii",2019-06-15,2018,312,0.710494212669391,1.2788895828049
"Hawaii",2019-06-22,2018,188,0.213148263800817,0.568395370135513
"Hawaii",2019-06-29,2018,176,0.0710494212669391,0.639444791402452
"Hawaii",2019-07-06,2018,144,0.0710494212669391,0.639444791402452
"Hawaii",2019-07-13,2018,218,0.426296527601634,1.06574131900409
"Hawaii",2019-07-20,2018,142,0,0.568395370135513
"Hawaii",2019-07-27,2018,158,0,0.497345948868574
"Hawaii",2019-08-03,2018,166,0,0.568395370135513
"Hawaii",2019-08-10,2018,126,0.213148263800817,0.142098842533878
"Hawaii",2019-08-17,2018,170,0.213148263800817,0.284197685067756
"Hawaii",2019-08-24,2018,182,0,0.0710494212669391
"Hawaii",2019-08-31,2018,158,0.0710494212669391,0.142098842533878
"Hawaii",2019-09-07,2018,140,0,0.426296527601634
"Hawaii",2019-09-14,2018,154,0.0710494212669391,0.213148263800817
"Hawaii",2019-09-21,2018,150,0,0.284197685067756
"Hawaii",2019-09-28,2018,98,0.0710494212669391,0.0710494212669391
"Hawaii",2019-10-05,2019,310,0.213148263800817,0.568395370135513
"Hawaii",2019-10-12,2019,334,0.284197685067756,0.142098842533878
"Hawaii",2019-10-19,2019,288,0.639444791402452,0.497345948868574
"Hawaii",2019-10-26,2019,346,0.639444791402452,0.213148263800817
"Hawaii",2019-11-02,2019,335,0.284197685067756,0.284197685067756
"Hawaii",2019-11-09,2019,449,0.994691897737147,0.355247106334695
"Hawaii",2019-11-16,2019,425,1.06574131900409,0.568395370135513
"Hawaii",2019-11-23,2019,382,0.426296527601634,0.497345948868574
"Hawaii",2019-11-30,2019,404,1.34993900407184,0.213148263800817
"Hawaii",2019-12-07,2019,468,2.48672974434287,0.568395370135513
"Hawaii",2019-12-14,2019,423,1.84728495294042,0.426296527601634
"Hawaii",2019-12-21,2019,476,3.19722395701226,0.213148263800817
"Hawaii",2019-12-28,2019,537,3.2682733782792,0.994691897737147
"Hawaii",2020-01-04,2019,557,4.10656391760534,0.991239566318529
"Hawaii",2020-01-11,2019,607,4.24816956993655,1.20364804481536
"Hawaii",2020-01-18,2019,546,3.96495826527412,1.41605652331218
"Hawaii",2020-01-25,2019,609,5.45181761475191,2.05328195880267
"Hawaii",2020-02-01,2019,456,3.54014130828046,1.34525369714658
"Hawaii",2020-02-08,2019,536,3.61094413444607,1.69926782797462
"Hawaii",2020-02-15,2019,470,4.67298652693021,1.06204239248414
"Hawaii",2020-02-22,2019,388,2.61970456812754,0.849633913987311
"Idaho",2010-10-16,2010,NA,0,NA
"Idaho",2010-10-23,2010,NA,0,NA
"Idaho",2010-10-30,2010,NA,0,NA
"Idaho",2010-11-06,2010,NA,0,NA
"Idaho",2010-11-13,2010,NA,0,NA
